id,date,timestamp,latitude,longitude,depth,size,location,attribute
120,2023.02.07 11:25:45,1675769145,38.0077,37.4765,5.0,"{'md': 0.0, 'ml': 4.4, 'mw': 0.0}",KULLAR-NURHAK (KAHRAMANMARAS),İlksel
121,2023.02.07 11:18:08,1675768688,38.1917,38.5815,5.0,"{'md': 0.0, 'ml': 3.8, 'mw': 0.0}",SOGUTLU-PUTURGE (MALATYA),İlksel
122,2023.02.07 11:16:00,1675768560,38.2872,38.1077,5.0,"{'md': 0.0, 'ml': 3.4, 'mw': 0.0}",GORGU-YESILYURT (MALATYA),İlksel
123,2023.02.07 11:14:47,1675768487,38.1642,38.724,8.4,"{'md': 0.0, 'ml': 2.6, 'mw': 0.0}",YAZICA-PUTURGE (MALATYA),İlksel
124,2023.02.07 11:13:14,1675768394,38.0778,37.5377,3.3,"{'md': 0.0, 'ml': 3.8, 'mw': 0.0}",TATLAR-NURHAK (KAHRAMANMARAS),İlksel
125,2023.02.07 11:08:49,1675768129,38.1565,37.2197,4.0,"{'md': 0.0, 'ml': 3.4, 'mw': 0.0}",TASBURUN-ELBISTAN (KAHRAMANMARAS),İlksel
126,2023.02.07 10:54:23,1675767263,36.7723,36.4443,5.0,"{'md': 0.0, 'ml': 4.0, 'mw': 0.0}",ARPALIUSAGI-HASSA (HATAY),İlksel
127,2023.02.07 10:51:19,1675767079,38.0807,37.5413,5.0,"{'md': 0.0, 'ml': 3.1, 'mw': 0.0}",TATLAR-NURHAK (KAHRAMANMARAS),İlksel
128,2023.02.07 10:50:01,1675767001,38.1268,37.962,18.3,"{'md': 0.0, 'ml': 3.0, 'mw': 0.0}",KELHALIL-DOGANSEHIR (MALATYA),İlksel
129,2023.02.07 10:49:29,1675766969,38.0918,37.1237,8.2,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",ORTAOREN-EKINOZU (KAHRAMANMARAS),İlksel
130,2023.02.07 10:49:02,1675766942,37.3572,36.8965,5.4,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",HACIBEBEK-TURKOGLU (KAHRAMANMARAS),İlksel
131,2023.02.07 10:47:53,1675766873,37.9612,37.9152,14.8,"{'md': 0.0, 'ml': 2.8, 'mw': 0.0}",ERKENEK-DOGANSEHIR (MALATYA),İlksel
132,2023.02.07 10:45:05,1675766705,36.8813,36.5118,5.0,"{'md': 0.0, 'ml': 3.9, 'mw': 0.0}",ESENLER-ISLAHIYE (GAZIANTEP),İlksel
133,2023.02.07 10:40:08,1675766408,38.227,38.6652,5.0,"{'md': 0.0, 'ml': 3.1, 'mw': 0.0}",KAVAKLIDERE-PUTURGE (MALATYA),İlksel
134,2023.02.07 10:37:28,1675766248,38.1113,36.5815,5.1,"{'md': 0.0, 'ml': 2.9, 'mw': 0.0}",CAMDERE-GOKSUN (KAHRAMANMARAS),İlksel
135,2023.02.07 10:35:46,1675766146,38.2873,38.0965,5.3,"{'md': 0.0, 'ml': 3.2, 'mw': 0.0}",GORGU-YESILYURT (MALATYA),İlksel
